Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry_CSV,Sector_CSV,Revenue,Revenue_Growth,Net_Income,Free_Cash_Flow,Full_Company_Name,ISIN_Code,Registered_Office,Telephone,Email,Taxpayer_Number,Website,Main_Business_Fields,Sector_JSON,Subsector,Industry_JSON,Sub_Industry,Securities_Administration_Bureau,Recording_Date,Recording_Board,Data_Merge_Success,Data_Source,Fax
KBLI,PT KMI Wire and Cable Tbk,1.34T,336.00,"242,6",Electrical Equipment & Parts,Industrials,3.65T,8.97%,219.57B,120.93B,KMI Wire and Cable Tbk,KBLI,"Jl. Raya Bekasi KM 23,1 Cakung Jakarta Timur 13910 Telp. 021-4601733 Fax. 021-4610593",021-4601733,madeyudana@kmi.co.id,001.000.177.4-054.000,www.kmi.co.id,"Industri Kabel PT KMI ELECTRIC SOLUTION Industri pembuatan aksesoris dan perlengkapan kabel 72.252.860 99,60 %","Perindustrian PT KMI Electric Solution Industri pembuatan aksesoris dan perlengkapan kabel dan perdagangan 99.693.172 99,60 %","Barang Perindustrian PT KMI Electric Solution Industri pembuatan aksesoris dan perlengkapan kabel dan perdagangan 97.294.885 99,60 %","Kelistrikan PT Langgeng Baja Pratama Industri pembuatan kawat baj 109.366.627 58,90 %","Komponen & Peralatan Kelistrikan PT Langgeng Baja Pratama Industri pembuatan kawat baj 81.331.219 58,90 %","PT. Datindo Entrycom PT. LANGGENG BAJA PRATAMA Industri pembuatan kawat baja 78.165.739 58,90 %","1992-07-06 Nama Jenis Aset Total Persentase PT KMI ELECTRIC SOLUTION Industri pembuatan aksesoris dan perlengkapan kabel 76.779.210 99,60 %","Utama PT KMI ELECTRIC SOLUTION Industri pembuatan aksesoris dan perlengkapan kabel 76.125.720.015 99,60 %",True,CSV+JSON,-
TAPG,PT Triputra Agro Persada Tbk,36.63T,"1,845.00","8,066,600",Farm Products,Consumer Staples,11.64T,36.43%,4.18T,2.86T,PT Triputra Agro Persada Tbk.,TAPG,"The East Building, Lantai 23 Jl. DR Ide Anak Agung Gde Agung, Kav. E.3-2, No.1 Jakarta 12950 - Indonesia",(62-21) 5794-4737,TAP.corsec@tap-agri.com,02.433.226.4-062.000,www.tap-agri.com,Perkebunan kelapa sawit dan industri pengolahan kelapa sawit,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT. Raya Saham Registra,"2021-04-12 Nama Jenis Aset Total Persentase PT Agro Multi Persada (AMP) Perusahaan induk 8.772.245 94,93 %",Utama,True,CSV+JSON,Fax (62-21) 5794-4745
VICO,PT Victoria Investama Tbk,2.80T,184.00,"3,940,400",Asset Management,Financials,1.36T,61.42%,468.97B,"-4,827.31B",PT Victoria Investama Tbk.,VICO,"Graha BIP Lantai 3A Jl. Gatot Subroto KAv. 23, Jakarta Selatan 12930",(021) 30008870,corsec@victoriainvestama.co.id,01.339.3621.0-054.000,www.victoriainvestama.co.id,"Investasi PT Victoria Alife Indonesia (VAI) Asuransi jiwa 179.387.249 99,33 %","Keuangan PT Victoria Insurance Tbk (VINS) Asuransi kerugian 243.101.289 82,33 %","Perusahaan Holding & Investasi PT Victoria Manajemen Investasi (VMI) Pengelolaan investasi 29.730.678 95,83 %","Perusahaan Holding & Investasi PT Victoria Sekuritas Indonesia (VSI) Perantara perdagangan efek, manajer investasi/ penasihat investasi dan penjamin emisi efek 153.398.930 99,50 %","Perusahaan Holding Keuangan PT. Sumber Daya Sakti Konsultasi manajemen 88.755 99,94 %",PT. Sinartama Gunita,"2013-07-08 Nama Jenis Aset Total Persentase PT Bank Victoria International Tbk (BVIC) Bank umum 31.045.989.252 44,23 %","Utama PT Bank Victoria Syariah (BVIS) Perbankan syariah 3.314.468.601 80,19 %",True,CSV+JSON,-
BULL,PT Buana Lintas Lautan Tbk,3.01T,208.00,"355,572,600",Marine Shipping,Industrials,2.42T,1.34%,232.66B,369.19B,PT Buana Lintas Lautan Tbk.,BULL,Jalan Mega Kuningan Timur Blok C.6 Kav.12A Kawasan Mega Kuningan Jakarta Selatan 12950,6221 - 30485700,investor@bull.co.id,02.466.873.3-081.000,www.bull.co.id,"Jasa perkapalan, Pelayaran dan pengangkutan, Penyediaan awak kapal laut, floating storage Aquanus Maritime Pte Ltd Tidak aktif 0 100 %",Energi Aquanus Maritime Pte Ltd Tidak aktif 0 100 %,"Minyak, Gas & Batu Bara Aquanus Maritime Pte Ltd Tidak aktif 0 100 %",Minyak & Gas Aquanus Maritime Pte Ltd Tidak aktif 0 100 %,Penyimpanan & Distribusi Minyak & Gas BLT Shipping Corporation Tidak aktif 114.493 100 %,PT. Ficomindo Buana Registrar BLT Shipping Corporation Tidak aktif 114.493 100 %,2011-05-23 Nama Jenis Aset Total Persentase Aquanus Maritime Pte Ltd Pengoperasian & pemilikan kapal 46.047 100 %,Pengembangan Aquanus Maritime Pte Ltd Tidak aktif 0 100 %,True,CSV+JSON,6221 - 30485701
HMSP,PT Hanjaya Mandala Sampoerna Tbk,105.85T,875.00,"255,194,500",Tobacco,Consumer Staples,48.88T,-54.42%,5.93T,773.65B,HM Sampoerna Tbk,HMSP,One Pacific Place Sudirman Central Business District (SCBD) Lantai 18 Jl. Jend. Sudirman Kav. 52-53 Jakarta - 12190 Indonesia,021-5151-234,sampoerna.corporate@sampoerna.com,01.108.205.4-631.000,www.sampoerna.com,Industri Produk Tembakau PT Golf Taman Dayu Wisata dan jasa lapangan golf 0 0 %,Barang Konsumen Primer PT Harapan Karya Sembilan Manufaktur dan perdagangan rokok 235 100 %,Rokok PT Harapan Maju Sentosa Manufaktur dan perdagangan rokok 235 100 %,Rokok PT Harapan Maju Sentosa Manufaktur dan perdagangan rokok 235 100 %,Rokok PT Harapan Maju Sentosa Manufaktur dan perdagangan rokok 235 100 %,PT. Raya Saham Registra PT Harapan Maju Sentosa Manufaktur dan perdagangan rokok 235 100 %,1990-08-15 Nama Jenis Aset Total Persentase PT Golf Taman Dayu Wisata dan jasa lapangan golf 39.781 100 %,Utama PT Golf Taman Dayu Wisata dan jasa lapangan golf 0 0 %,True,CSV+JSON,021-5152-234
SAME,PT Sarana Meditama Metropolitan Tbk,5.04T,294.00,"1,462,100",Medical Care Facilities,Healthcare,1.79T,6.31%,48.17B,-28.10B,Sarana Meditama Metropolitan Tbk,SAME,"Jl. Pulomas Barat VI No. 20 Kayu Putih, Pulo Gadung, Jakarta Timur 13210",150 789,corsec@emc.id,0013 9152 3605 4000,www.emc.id,"Aktivitas Kesehatan Manusia PT Kurnia Sejahtera Utama (KSU) Kesehatan 374.129.405.627 100,00 %","Kesehatan PT Sarana Meditama Anugerah (SMA) Kesehatan 316.656.782.481 100,00 %","Jasa & Peralatan Kesehatan PT Sarana Meditama International (SMI) Kesehatan 1.248.830.662.021 100,00 %","Penyedia Jasa Kesehatan PT Sarana Meditama Nusantara (SMN) Kesehatan 43.079.381.453 100,00 %","Penyedia Jasa Kesehatan PT Sentosa Indah Sejahtera (SIS) Kesehatan 1.166.732.238 99,92 %",PT. Bima Registra,"2013-01-11 Nama Jenis Aset Total Persentase PT Elang Medika Corpora (EMC) Kesehatan 1.317.884.255.722 100,00 %","Utama PT Kedoya Adyaraya Tbk (RSGK) Kesehatan 910.559.039.060 79,84 %",True,CSV+JSON,-
GGRM,PT Gudang Garam Tbk,33.96T,"17,100.0","4,556,300",Tobacco,Consumer Staples,92.09T,-17.11%,1.10T,3.49T,Gudang Garam Tbk,GGRM,"Jl. Semampir II/1 Kediri 64121, Jl. Jend. A. Yani No. 75-79 Jakarta 10510","(0354) 682091-97, (021) 29557000",corporate_secretary@gudanggaramtbk.com,0011 0715 5265 1000,www.gudanggaramtbk.com,Industri Rokok Galaxy Prime Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 237.920 100 %,Barang Konsumen Primer Galaxy Prime Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 234.144 100 %,Rokok Galaxy Prime Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 230.367 100 %,Rokok Prime Galaxy Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 631.187 100 %,Rokok Prime Galaxy Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 623.094 100 %,PT. Raya Saham Registra Prime Galaxy Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 639.279 100 %,1990-08-27 Nama Jenis Aset Total Persentase Galaxy Prime Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 249.249 100 %,Utama Galaxy Prime Ltd. Jasa transportasi udara tidak terjadwal/ Non- scheduled air transport services 241.696 100 %,True,CSV+JSON,"(0354) 681555, (021) 29557009"
ASLC,PT Autopedia Sukses Lestari Tbk,1.15T,91.00,"56,885,400",Auto & Truck Dealerships,Consumer Discretionary,971.35B,21.50%,34.86B,78.42B,PT Autopedia Sukses Lestari Tbk,ASLC,"Kuningan City Lt. UG 56 Jl. Prof Dr. Satrio No. Kav 18, Jakarta Selatan 12940",(021) 50862055,corporate.secretary@autopedia.id,0033462417045000,www.autopedia.id,"Bergerak dalam bidang perdagangan eceran mobil dan perusahaan holding bagi entitas perusahaan lelang dan gadai PT Autopedia Sukses Gadai Gadai 7.099 99,99 %","Barang Konsumen Non-Primer PT Autopedia Sukses Gadai Gadai 17.809 99,99 %","Perdagangan Ritel PT Autopedia Sukses Gadai Gadai 2.525 0,01 %","Ritel Khusus PT Autopedia Sukses Gadai Gadai 17.648 99,99 %","Ritel Otomotif PT Autopedia Sukses Gadai Gadai 2.446 0,01 %",PT. Raya Saham Registra PT JBA Indonesia Balai Lelang 316.133.140 51 %,"2022-01-25 Nama Jenis Aset Total Persentase PT Autopedia Gadai Jabar Gadai 2.506 0,01 %","Pengembangan PT Autopedia Sukses Gadai Gadai 21.600 99,99 %",True,CSV+JSON,N/A
SIMP,PT Salim Ivomas Pratama Tbk,9.92T,635.00,"7,359,600",Packaged Foods,Consumer Staples,19.65T,27.36%,2.16T,2.90T,Salim Ivomas Pratama Tbk,SIMP,"Sudirman Plaza, Indofood Tower, Lantai 11 Jalan Jendral Sudirman Kav. 76-78 Jakarta 12910",6221 5795 8822,corporate.secretary@simp.co.id,0015 9618 3209 2000,www.simp.co.id,"Agribisnis yang terdiversifikasi serta terintegrasi secara vertikal yang kegiatan utamanya meliputi seluruh mata rantai pasokan dari penelitian dan pengembangan pemuliaan benih bibit, pembudidayaan dan pengolahan kelapa sawit hingga produksi serta pemasaran produk minyak goreng, margarine dan shortening IndoInternational Green Energy Resources Pte. Ltd. Investasi 1.095.120.000.000 60 %","Barang Konsumen Primer Lonsum Singapore Pte. Ltd. Perdagangan dan pemasaran 313.000.000 59,51 %",Makanan & Minuman PT Agrosubur Permai Perkebunan Kelapa Sawit 61.000.000 80 %,Produk Makanan Pertanian PT Cakra Alam Makmur Stasiun bongkar muat 13.776.000.000 100 %,"Perkebunan & Tanaman Pangan PT Cangkul Bumisubur Perkebunan Kelapa Sawit 632.808.000.000 99,80 %","PT. Raya Saham Registra PT Cibaliung Tunggal Plantations Perkebunan Kelapa Sawit 799.208.000.000 98,01 %","2011-06-09 Nama Jenis Aset Total Persentase Agri Investment Pte. Ltd Investasi di bidang usaha teknologi pertanian dan budidaya tanaman 710.000.000 59,51 %",Utama Asian Synergies Limited Investasi 23.567.000.000 100 %,True,CSV+JSON,6221 57937504
FAPA,PT FAP Agri Tbk,21.52T,"6,200.00","3,4",Farm Products,Consumer Staples,7.04T,25.42%,990.82B,829.17B,PT FAP Agri Tbk,FAPA,"Gedung Gold Coast, Tower Liberty Lt. 16 A - H Jl. Pantai Indah Kapuk, RT 06 RW 02 – Penjaringan Jakarta Utara 14470",(021) 50205811,corp.secretary@fap-agri.com,01.709.688.4-725.000,www.fap-agri.com,"Perusahaan Holding yang Melakukan Aktivitas Kantor Pusat dan Kegiatan Perkebunan dan Industri Kelapa Sawit Melalui Entitas Anak PT Bulungan Hijau Perkasa Perkebunan dan pengolahan kelapa sawit 918.515.673.402 9,21 %","Barang Konsumen Primer PT Fajar Niaga Berjaya Perdagangan 21.197.533.517 0,21 %","Makanan & Minuman PT Karangjuang Hijaulestari Perkebunan dan pengolahan kelapa sawit 1.658.377.219.236 16,62 %","Produk Makanan Pertanian PT Ketapang Hijau Lestari Perkebunan kelapa sawit 1.229.135.238.319 12,32 %","Perkebunan & Tanaman Pangan PT Marsam Citra Adiperkasa Perkebunan kelapa sawit 1.530.024.146.966 15,34 %","PT. Adimitra Jasa Korpora PT Riau Agung Karya Abadi Perkebunan kelapa sawit 404.537.841.087 4,06 %","2021-01-04 Nama Jenis Aset Total Persentase PT Bhumi Simanggaris Indah Perkebunan dan pengolahan kelapa sawit 862.334.114.459 8,64 %","Pengembangan PT Borneo Bhakti Sejahtera Perkebunan dan pengolahan kelapa sawit 1.043.388.026.065 10,46 %",True,CSV+JSON,0
INKP,PT Indah Kiat Pulp & Paper Tbk,40.76T,"7,450.00","5,703,300",Paper & Paper Products,Materials,51.24T,0.18%,5.02T,"-9,203.43B",Indah Kiat Pulp & Paper Tbk,INKP,GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT 9 JL MH.THAMRIN NO 51 GONDANGDIA MENTENG JAKARTA PUSAT DKI JAKARTA 10350,021-29650800,yan_partawijaya@app.co.id; suhendra_wiriadinata@app.co.id; heri_santoso@app.co.id; lydia_lydia@app.co.id,01.000.566.8-092.000,www.app.co.id,"Pulp and Paper PT Graha Kemasindo Indah Perdagangan 2.112 99,90 %","Barang Baku PT Paramitra Abadimas Cemerlang Perdagangan 21.888 95,16 %",Barang Baku,Perhutanan & Kertas,Kertas,-,1990-07-16 Nama Jenis Aset Total Persentase Imperial Investment Limited Investasi 1.742.305 100 %,Utama Indah Kiat International Finance Company B.V Jasa Keuangan 2.718 100 %,True,CSV+JSON,021 - 3927685
ENRG,PT Energi Mega Persada Tbk,23.14T,890.00,"114,422,600",Oil & Gas Exploration & Production,Energy,8.50T,14.66%,1.33T,-219.96B,Energi Mega Persada Tbk,ENRG,"Bakrie Tower 32nd Floor, Rasuna Epicentrum, Jl. HR Rasuna Said, Jakarta 12960",021-29941540,corsec@emp.id,02.091.654.0-081.000,www.emp.id,Eksplorasi dan Produksi Minyak dan Gas Bumi,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas,PT. Ficomindo Buana Registrar,2004-06-07 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,021-29941247
MSIN,PT MNC Digital Entertainment Tbk,30.64T,498.00,"26,913,300",Entertainment,Communication Services,4.06T,40.53%,454.08B,265.54B,PT MNC Digital Entertainment Tbk,MSIN,"Gedung MNC Pictures, Komp. MNC Studios, Jl. Raya Pejuangan No. 1, Kebon Jeruk, Jakarta Barat, 11530",(021) 5307710,corsec.mde@mncgroup.com,01.995.572.3-062.000,www.mncdigital.com,"Perusahaan induk yang anak usahanya memproduksi, mengembangkan, dan mendistribusikan konten dan IP, memiliki platform OTT streaming, RCTI+ (AVOD Superapp) dan Vision+ (SVOD Superapp), dan mengelola agency artis dan media, berserta multi channel network (MCN) atau media sosial. PT Asia Media Productions (PT AMP) Produksi konten 44.475 70 %","Barang Konsumen Non-Primer PT Blockbuster Media Visual (PT BMV) Produksi konten 19.496 98,82 %",Media & Hiburan PT Esports Star Indonesia (PT ESI) Produksi konten 57.353 80 %,Hiburan & Film PT Highend Multimedia Indonesia (PT Highend) Portal berita online 5.108 60 %,"Hiburan & Film PT Inews Digital Indonesia (PT IDI) Portal berita online 181.909 99,99 %","PT BSR Indonesia PT Mediate Indonesia (PT MI) Agensi Periklanan 267.073 99,90 %",2018-06-08 Nama Jenis Aset Total Persentase MNC Digital Ltd (MDL) Bisnis digital 283.134 100 %,"Utama PT Anak Muda Grup (PT AMG) SVOD 24.297 57,14 %",True,CSV+JSON,(021) 5300449
CHIP,PT Pelita Teknologi Global Tbk,1.09T,"1,360.00","156,4",Telecom Services,Communication Services,127.95B,-35.97%,4.72B,9.02B,PT Pelita Teknologi Global Tbk,CHIP,"Jl. Gatot Subroto KM 5, No 66 Kroncong, Jatiuwung, Tangerang Banten 15134",0217694639,corsec@pelitateknologi.com,94.143.560.4-013.000,www.pelitateknologi.com,Aktivitas Konsultasi dan Perancangan Internet of Things (IoT) dan Industri Kartu Cerdas (Smart Card),Teknologi,Perangkat Keras & Peralatan Teknologi,"Perangkat, Instrumen & Komponen Elektronik",Perangkat & Instrumen Elektronik,PT. Bima Registra,2023-02-08 Nama Jenis Aset Total Persentase,Akselerasi,True,CSV+JSON,
CMPP,PT AirAsia Indonesia Tbk,1.02T,95.00,"314,6",Airlines,Industrials,8.07T,6.18%,"-1,914.40B",848.27B,PT AirAsia Indonesia Tbk,CMPP,"Redhouse AirAsia, Jalan Marsekal Surya Dharma (M1) No. 1 , Neglasari, Tangerang 15127",(021) 29850888,iaa_corporatesecretary@airasia.com,01.482.815.6-054.000,https://ir.aaid.co.id/,"Jasa konsultasi bisnis dan manejemen, perdagangan umum PT Garda Tawang Reksa Indonesia Aktivitas Kebandarudaraan 43.935 38,36 %","Transportasi & Logistik PT Garda Tawang Reksa Indonesia Aktivitas Kebandarudaraan 43.935 38,36 %","Transportasi PT Garda Tawang Reksa Indonesia Aktivitas Kebandarudaraan 43.935 38,36 %","Maskapai Penerbangan PT Indonesia AirAsia Penerbangan 3.355.764 57,25 %","Maskapai Penerbangan PT Indonesia AirAsia Penerbangan 3.355.764 57,25 %","PT. Bima Registra PT Indonesia AirAsia Penerbangan 3.355.764 57,25 %","1994-12-08 Nama Jenis Aset Total Persentase PT Garda Tawang Reksa Indonesia Aktivitas Kebandarudaraan 43.935 38,36 %","Pemantauan Khusus PT Garda Tawang Reksa Indonesia Aktivitas Kebandarudaraan 43.935 38,36 %",True,CSV+JSON,(021) 29850889
MDIY,PT Daya Intiguna Yasa Tbk,27.46T,"1,085.00","2,373,500",Department Stores,Consumer Discretionary,7.64T,24.88%,1.08T,302.59B,PT Daya Intiguna Yasa Tbk,MDIY,"Gedung AIA, Lantai 30 Jl. Jenderal Sudirman Kav. 48A Jakarta Selatan, 12930",+6221 21686076,investorquery.id@mrdiy.com,817752660063000,www.corporate-id.mrdiy.com,"Perusahaan induk dari anak-anak perusahaan yang bergerak di bidang perdagangan eceran alat alat rumah tangga dan perabotan, perangkat keras, alat tulis dan olahraga, perhiasan dan kosmetik, mainan, dan lainnya PT Daya Indah Cendani Perdagangan eceran 131.866 100 %",Barang Konsumen Non-Primer PT Daya Indah Intisar Perdagangan eceran 839.916 100 %,Perdagangan Ritel PT Daya Indah Nawasena Perdagangan eceran 507 100 %,Ritel Khusus PT Daya Indah Sejahtera Perdagangan eceran 688.868 100 %,"Ritel Barang Rumah Tangga PT Daya Indah Yasa Perdagangan eceran 1.849.825 99,99 %","PT. Datindo Entrycom PT Duta Intiguna Yasa Perdagangan 611.678 99,99 %",2024-12-19 Nama Jenis Aset Total Persentase PT Daya Indah Andalan Perdagangan eceran 507 100 %,Utama PT Daya Indah Anugerah Perdagangan eceran 665.753 100 %,True,CSV+JSON,
ITMG,PT Indo Tambangraya Megah Tbk,26.21T,"23,600.0","2,653,100",Thermal Coal,Energy,35.30T,2.34%,5.45T,6.78T,Indo Tambangraya Megah Tbk,ITMG,"Pondok Indah Office Tower III, 3rd Floor Jl. Sultan Iskandar Muda Pondok Indah Kav. V-TA Jakarta Selatan 12310",021 - 2932 8100,-,01.332.590.7-091.000,-,"Pertambangan Batubara(Coal Mining) PT Energi Batubara Perkasa Pengangkutan dan Penjualan Batubara 56.092 99,90 %","Energi PT Gasemas Perdagangan bahan bakar 815 94,80 %","Minyak, Gas & Batu Bara PT Graha Panca Karsa Pertambangan batubara 55.004 70 %",Batu Bara PT IBP Hydro Power Konsultasi Manajemen 16.375 70 %,"Produksi Batu Bara PT Indominco Mandiri (IMM) Penambangan batubara / coal mining 577.060 99,99 %","PT. Datindo Entrycom PT ITM Batubara Utama Perdagangan dan Transportasi Produk Batubara 664 99,99 %",2007-12-18 Nama Jenis Aset Total Persentase PT Bharinto Ekatama (BEK) Penambangan batubara / coal mining 570.743 99 %,"Utama PT Cahaya Power Indonesia Energi dan Penunjang Ketenagalistrikan 7.063 55,65 %",True,CSV+JSON,021 - 2932 7999
SMDR,PT Samudera Indonesia Tbk,5.14T,314.00,"14,462,500",Marine Shipping,Industrials,13.01T,6.52%,875.33B,744.38B,Samudera Indonesia Tbk,SMDR,"Gedung Samudera Indonesia Lt. 8 Jl. Letjen S Parman Kav. 35 RT.004 Rw. 003 Kemanggisan – Palmerah Jakarta Barat, DKI Jakarta",(021) 25676999,corporate.secretary@samudera.id,01.001.895.0-054.000,0,"Jasa Pelayaran Ang Laut PT ISTA Indonesia Kegiatan jasa biro perjalanan 6.066.109 56,09 %",Transportasi & Logistik PT Maruzen Samudera Taiheiyo Jasa logistik dan Jasa pengurusan transportasi 4.310.216 51 %,"Logistik & Pengantaran PT Masaji Prayasa Cargo Jasa angkutan muatan international 4.687.178 95,33 %","Logistik & Pengantaran PT Perusahaan Pelayaran Cumawis Pelayaran, termasuk jasa pengangkutan minyak dan gas 6.638.830 99,98 %",Logistik & Pengantaran PT Praweda Sarana Informatika Kegiatan Jasa IT 3.816.893 50 %,- PT Samudera Agencies Indonesia Kegiatan Keagenan kapal 37.023.133 90 %,"1999-07-05 Nama Jenis Aset Total Persentase Ocean Shipping, Pte., Ltd. Kegiatan keagenan 0 100 %","Utama PT Galangan Samudera Madura Pembuatan kapal bermotor dan alat-alat apung serta perbaikan dan perawatan kapal 2.729.983 51,28 %",True,CSV+JSON,(021) 25675628
LUCK,PT Sentral Mitra Informatika Tbk,75.87B,105.00,"12,876,700",Computer Hardware,Technology,84.30B,-16.78%,-7.02B,-11.15B,PT Sentral Mitra Informatika Tbk.,LUCK,Graha Mas Fatmawati Blok A 27-29 Jl. RS. Fatmawati No. 71 Jakarta Selatan - 12150,+622172800110,info@sentral.co.id,02.795.702.6-019.000,www.sentral.co.id,Bergerak dalam bidang Bisnis Solusi Percetakan dan Dokumenserta Penjualan Produk Teknologi Informasi PT Sentral Solusi Teknologi Perdagangan dan Jasa 6.688.371.547 99 %,Teknologi,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,PT. Adimitra Jasa Korpora,2018-11-28 Nama Jenis Aset Total Persentase PT Sentral Kreasi Inovasi Perdagangan dan Jasa 7.466.332.133 99 %,Pengembangan PT Sentral Mitra Logistik Perdagangan dan Jasa 2.000.000.000 99 %,True,CSV+JSON,+622172800220
MTFN,PT Capitalinc Investment Tbk,477.63B,15.00,"48,316,400",Oil & Gas Exploration & Production,Energy,523.85B,-1.83%,-67.16B,-10.99B,Capitalinc Investment Tbk,MTFN,"Gedung Forci Gamon Jl. Radio Dalam Raya No.2 Kel.Gandaria Utara, Kec.Kebayoran Baru, Jakarta Selatan 12140",021 - 2751 7000,legal@capitalinc-investment.com,01.367.131.8-054.000,www.capitalinc-investment.com,Investasi Fast Returns Enterprise Ltd Investment Company 0 100 %,Energi Fast Returns Enterprise Ltd Investment Company 0 100 %,"Minyak, Gas & Batu Bara Fast Returns Enterprise Ltd Investment Company 0 100 %",Minyak & Gas Fast Returns Enterprise Ltd. Investment Company 0 100 %,Penyimpanan & Distribusi Minyak & Gas Fast Returns Enterprise Ltd. Investment Company 0 100 %,PT. Ficomindo Buana Registrar Fast Returns Enterprise Ltd. Investment Company 0 100 %,1990-04-16 Nama Jenis Aset Total Persentase Fast Returns Enterprise Ltd Investment Company 0 100 %,Pemantauan Khusus Fast Returns Enterprise Ltd Investment Company 0 100 %,True,CSV+JSON,021 - 2793 2002
LION,PT Lion Metal Works Tbk,212.23B,408.00,"117,5",Business Equipment & Supplies,Industrials,375.78B,-1.31%,-17.82B,20.19B,Lion Metal Works Tbk,LION,"Jl. Raya Bekasi Km. 24,5 Cakung Jakarta","(021) 4600779, 4600784",ptlion@lionmetal.co.id,0010602878054000,www.lionmetal.co.id,Metal and Alied Products PT Singa Purwakarta Jaya Kawasan Industri / Industrial estate 113.067.317.761 9.999 %,Perindustrian PT Singa Purwakarta Jaya Kawasan Industri / Industrial estate 112.926.493.380 9.999 %,Jasa Perindustrian PT Singa Purwakarta Jaya Kawasan Industri / Industrial estate 112.146.928.447 9.999 %,Jasa Komersial PT Singa Purwakarta Jaya Kawasan Industri / Industrial estate 112.146.928.447 9.999 %,Peralatan Kantor,PT. Sirca Datapro Perdana,"1993-08-20 Nama Jenis Aset Total Persentase PT Singa Purwakarta Jaya Kawasan Industri 128.937.982.560 99,99 %","Pengembangan PT Singa Purwakarta Jaya Kawasan Industri 128.937.982.560 99,99 %",True,CSV+JSON,(021) 4600785
ATAP,PT Trimitra Prawara Goldland Tbk,105.00B,85.00,"898,8",Residential Construction,Consumer Discretionary,11.71B,-45.09%,-4.10B,-940.99M,PT Trimitra Prawara Goldland Tbk,ATAP,"Jl. H. Junaedi No.1 RT 12 RW 03, Cipete Selatan, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410",+6221 27813852,corscec.tpg@gmail.com,72.802.757.4-434.001,www.trimitraprawaraland.co.id,Bergerak di bidang pengembang (Developer) Properti,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT. Bima Registra,2020-12-11 Nama Jenis Aset Total Persentase,Pemantauan Khusus,True,CSV+JSON,0
